Date,SOYBEAN,CORN,COCOA,COTTON,CS AGRIC INDEX
21-Apr-22,50.2873,61,18.297,39.2857,18.297
22-Apr-22,50.839,61.9383,19.0968,44,19.0968
25-Apr-22,50.1547,62,19.9461,50,19.9461
26-Apr-22,49.6718,62.0267,20.0007,50,20.0007
27-Apr-22,49.9476,63.4876,20.2227,50,20.2227
28-Apr-22,49.1609,63.5,20.2035,50,20.2035
29-Apr-22,49.0763,63.9878,20.0139,50,20.0139
02-May-22,49.267,67.1999,20.4166,50,20.4166
03-May-22,49.7185,67.9974,20.01,50,20.01
04-May-22,46.2219,67.0667,19.7097,40.0619,19.7097
05-May-22,45.3672,69.2064,18.0867,42.75,18.0867
06-May-22,45.0477,68.7161,17.7569,42.75,17.7569
09-May-22,42.835,62.0784,17.7216,42.75,17.7216
10-May-22,42.2092,65.0025,17.5072,42.75,17.5072
11-May-22,40.0012,68.74,17.1414,42.75,17.1414
12-May-22,39.7871,68.5102,15.8623,42.75,15.8623
13-May-22,39.7823,68.834,15.9544,42.75,15.9544
16-May-22,40.5032,69.986,16.2206,42.75,16.2206
17-May-22,41.1325,71.134,17.949,42.75,17.949
18-May-22,48.9555,72.5691,19.0452,42.75,19.0452
19-May-22,47.7749,74.9673,20.8779,42.75,20.8779
20-May-22,46.157,74.9881,20.9399,42.75,20.9399
23-May-22,46.2208,72.1142,22.7991,41.625,22.7991
24-May-22,45.7878,71.7923,21.7736,41.625,21.7736
25-May-22,46.1181,70.3057,20.6657,41.625,20.6657
26-May-22,45.037,67.196,20.5799,41.625,20.5799
27-May-22,43.478,66.9756,19.8172,41.625,19.8172
31-May-22,43.0294,65.4929,19.8235,41.625,19.8235
01-Jun-22,42.9877,60.8334,19.6768,41.625,19.6768
02-Jun-22,41.3123,59.8774,18.9162,41.625,18.9162
03-Jun-22,40.8855,58.785,19.002,41.65,19.002
06-Jun-22,40.0348,59.1281,19.1704,40.5,19.1704
07-Jun-22,40.9862,60.1208,18.9677,40.5,18.9677
08-Jun-22,41.0347,62.9435,19.8642,48,19.8642
09-Jun-22,42.7811,64.9917,20.13,46,20.13
10-Jun-22,45.7706,65.05,19.3435,46,19.3435
13-Jun-22,45.7382,65.008,18.9614,46,18.9614
14-Jun-22,47.3857,65.0523,19,46,19
15-Jun-22,49.7309,69.3523,19.0001,46,19.0001
16-Jun-22,51.0092,69.7838,19.0519,46,19.0519
17-Jun-22,50.9948,70.9399,19.6614,50,19.6614
21-Jun-22,51.0375,71.9031,20.0002,50,20.0002
22-Jun-22,49.683,72.0127,20,50,20
23-Jun-22,50.9811,72.0546,21.0002,50,21.0002
24-Jun-22,52.1811,73.2963,20.8652,50,20.8652
27-Jun-22,52.7065,75.9288,20.9952,50,20.9952
28-Jun-22,53.0921,78.2539,21.9457,50,21.9457
29-Jun-22,53.8542,80,22.996,50,22.996
30-Jun-22,55.3982,82.6619,22.9999,60,22.9999
01-Jul-22,55.6509,82.1925,23.0016,60,23.0016
05-Jul-22,60.3098,85.0038,23.6736,60,23.6736
06-Jul-22,62.8025,90,25.875,60,25.875
07-Jul-22,65,90.05,26.4639,60,26.4639
08-Jul-22,64.9341,89.6637,26.4579,60,26.4579
11-Jul-22,64.5653,82.8276,25.9533,60,25.9533
12-Jul-22,60.1391,84.954,25.5616,61,25.5616
13-Jul-22,59.9602,82.3668,26.4845,61,26.4845
14-Jul-22,60.315,82.1286,25.7264,60,25.7264
15-Jul-22,60.8087,82.1551,25.9953,65,25.9953
18-Jul-22,66.6728,82.2557,24.7523,64,24.7523
19-Jul-22,58.6274,81.8551,24.8006,64,24.8006
20-Jul-22,60.928,82.042,24.8011,64,24.8011
21-Jul-22,61.1195,81.9467,24.9352,56,24.9352
22-Jul-22,63.8029,81.2923,24.9773,55,24.9773
25-Jul-22,66.9961,81.0451,24.9966,60,24.9966
26-Jul-22,70.0017,81.1897,24.9507,60,24.9507
27-Jul-22,69.8435,81.957,24.8792,60,24.8792
28-Jul-22,69.8578,82.1356,24.5997,60,24.5997
29-Jul-22,69.9982,82.2783,25.0175,60,25.0175
01-Aug-22,70.7624,84.2355,26.0164,64,26.0164
02-Aug-22,72.07,87.2242,26.9337,64,26.9337
03-Aug-22,73.1183,92.8072,28.0534,64,28.0534
04-Aug-22,74.9933,90.2686,28.2998,65,28.2998
05-Aug-22,72.3539,90.017,28.2756,70,28.2756
08-Aug-22,68.9701,89.4615,27.344,70,27.344
09-Aug-22,67.25,89.05,27.5,70,27.5
10-Aug-22,69.9416,87.9819,27.5767,70,27.5767
11-Aug-22,70.1112,87.5086,27.509,70,27.509
12-Aug-22,72.8427,87.8118,27.2289,70,27.2289
15-Aug-22,74.3234,87.8083,27.3459,70,27.3459
16-Aug-22,74.8759,87.0309,27.5329,70,27.5329
17-Aug-22,73.5942,87.0176,27.5094,65.0893,27.5094
18-Aug-22,74,87,27.5039,65.0893,27.5039
19-Aug-22,72.3609,86.2276,27.5,65.0893,27.5
22-Aug-22,70.6507,86.3407,27.4865,70,27.4865
23-Aug-22,69.0074,85.8331,26.1017,70,26.1017
24-Aug-22,68.9637,85.993,26.6464,70,26.6464
25-Aug-22,68.9637,85.993,26.6464,70,26.6464
26-Aug-22,68.8909,84.7125,26.9646,70,26.9646
29-Aug-22,68.4584,83.4316,27.0695,70,27.0695
30-Aug-22,68.1657,83.5612,26.8929,68,26.8929
31-Aug-22,69.0711,85.05,27.019,68,27.019
01-Sep-22,73.0287,85.1614,28.007,68,28.007
02-Sep-22,82.071,85.8116,30.0004,68,30.0004
06-Sep-22,83.2693,88.1986,29.4477,68,29.4477
07-Sep-22,83.1657,90.0275,29.6591,68,29.6591
08-Sep-22,82.447,90.0695,28.5001,65,28.5001
09-Sep-22,82.2287,92.6154,28.5119,68,28.5119
12-Sep-22,80.0876,94.6756,28.5847,68,28.5847
13-Sep-22,80.4467,94.9883,28.5493,69,28.5493
14-Sep-22,81.5977,95.1087,28.5745,69,28.5745
15-Sep-22,82.4174,99.0079,28.6009,71,28.6009
16-Sep-22,82.238,100.5175,29.5972,71,29.5972
19-Sep-22,82.2711,101.2418,29.8741,71,29.8741
20-Sep-22,83.2231,105.1013,30.0308,80.4,30.0308
21-Sep-22,84.9901,108.8912,30.1045,80.4,30.1045
22-Sep-22,85.1657,109.3901,30.1415,80.0025,30.1415
23-Sep-22,83.7956,90.5577,35.3682,74,35.3682
26-Sep-22,86.0386,110.2553,30.1778,78,30.1778
27-Sep-22,90.4459,110.0021,30.0041,78,30.0041
28-Sep-22,94.5887,107.3008,30.198,78,30.198
29-Sep-22,92.0108,91.2801,31.0815,76,31.0815
30-Sep-22,98.2175,96.754,32.1127,72.5254,32.1127
03-Oct-22,98.1656,99.187,34.2515,75,34.2515
04-Oct-22,94.8269,99.2964,37.2995,75,37.2995
05-Oct-22,92.4235,96.3318,39.9192,80,39.9192
06-Oct-22,92.4012,97.0212,39.9893,75.0208,39.9893
07-Oct-22,86.2177,103.8487,39.3322,75.0208,39.3322
10-Oct-22,85.507,102.116,39.5844,75.0208,39.5844
11-Oct-22,86.3287,104.6257,36.3517,75.5,36.3517
12-Oct-22,86.3149,99.9557,37.6981,75,37.6981
13-Oct-22,86.7158,99.3679,38.3148,75,38.3148
14-Oct-22,87.612,95.0136,39.1187,75,39.1187
17-Oct-22,87.111,91.9567,39.0628,75,39.0628
18-Oct-22,86.8899,97.0769,39.8576,75,39.8576
19-Oct-22,86.6726,95.2931,38.2554,75,38.2554
20-Oct-22,86.0472,90.3625,38.2124,74,38.2124
21-Oct-22,84.5295,91.5696,37.7183,74,37.7183
24-Oct-22,83.7956,90.5577,35.3682,74,35.3682
25-Oct-22,82.8774,100.9667,35.2948,74,35.2948
26-Oct-22,82.9663,100.0606,35.0164,74.7383,35.0164
27-Oct-22,83.0121,93.0054,34.2844,74.7,34.2844
28-Oct-22,83.514,93.4662,34.2147,74.7,34.2147
31-Oct-22,84.4681,93.3263,34.5063,74.7,34.5063
01-Nov-22,84.996,100,35.0476,74.7,35.0476
02-Nov-22,85.9638,101.2139,35.7955,74.7,35.7955
03-Nov-22,87.3026,102.9288,36.0135,74.7,36.0135
04-Nov-22,87.48,103.6963,35.6442,74.7,35.6442
07-Nov-22,87.4602,105.0107,35.7846,74.7,35.7846
08-Nov-22,89.5816,106.007,35.057,74.7,35.057
09-Nov-22,89.3289,107.029,35.0865,75,35.0865
10-Nov-22,89.0252,107.4196,36.069,75,36.069
11-Nov-22,89.028,107.8393,36.3673,75,36.3673
14-Nov-22,90.03,121,38.7673,75,38.7673
15-Nov-22,94.8279,127.4751,41.1551,75,41.1551
16-Nov-22,112.4535,135.1075,42.0479,75,42.0479
17-Nov-22,110.022,135.1425,50.1277,75.4655,50.1277
18-Nov-22,109.8264,135.1109,51.9476,75.4655,51.9476
21-Nov-22,109.4522,135.0588,51.9193,90,51.9193
22-Nov-22,110.2741,135.0136,52.0077,90,52.0077
23-Nov-22,112.3099,135.222,52.042,90,52.042
25-Nov-22,113.3694,136.7758,52.5288,90,52.5288
28-Nov-22,113.3167,136.9303,55.0138,90,55.0138
29-Nov-22,115.3103,148.9526,57.0631,90,57.0631
30-Nov-22,115.5309,149.821,57.4576,95,57.4576
01-Dec-22,115.9679,150.0612,62.4476,103,62.4476
02-Dec-22,123.1326,150.2561,62.6161,105,62.6161
05-Dec-22,124.4767,151.2558,66.5065,105,66.5065
06-Dec-22,124.8137,152.0481,69.9759,105,69.9759
07-Dec-22,126.8857,152.0829,70.0041,105,70.0041
08-Dec-22,132.0285,179.7207,72.7134,105,72.7134
09-Dec-22,140.3263,179.5379,75.7992,105,75.7992
12-Dec-22,152.4009,187.9371,78.9495,104.9167,78.9495
13-Dec-22,158.6157,189.9983,80.7609,110,80.7609
14-Dec-22,178.1011,204.9337,89.9436,110,89.9436
15-Dec-22,169.7196,192.0158,87.2486,109.697,87.2486
16-Dec-22,160.0243,179.602,81.4948,104.3625,81.4948
19-Dec-22,156.9593,180.0047,77.3139,104.3625,77.3139
20-Dec-22,155.9411,178.9594,78.9183,100,78.9183
21-Dec-22,158.2491,171.0506,79.6184,100.0413,79.6184
22-Dec-22,159.6655,171.2445,79.7208,100.05,79.7208
23-Dec-22,159.437,171.2445,79.9127,100.05,79.9127
27-Dec-22,158.3554,171.1968,79.9682,109.7,79.9682
28-Dec-22,158.3259,171.2621,79.9974,109.7,79.9974
29-Dec-22,160.7056,175.3327,80.7556,109.8,80.7556
30-Dec-22,165.3823,175.2899,82.7206,109.8,82.7206
03-Jan-23,166.303,180.0004,83.0184,110,83.0184
04-Jan-23,168.6369,181.203,84.349,110.5,84.349
05-Jan-23,177.9776,192.7909,85.0366,110.5,85.0366
06-Jan-23,192.0422,195.8115,85.4547,110.5,85.4547
09-Jan-23,195.3869,196.0172,84.4217,110,84.4217
10-Jan-23,192.9963,196.0252,84.8663,110,84.8663
11-Jan-23,181.5563,190.7123,84.9146,110,84.9146
12-Jan-23,179.5158,187.0713,79.6975,110,79.6975
13-Jan-23,173.7733,177.3458,74.8995,110,74.8995
17-Jan-23,165.4499,169.9957,71.1036,110,71.1036
18-Jan-23,163.8125,165.738,70.2548,110,70.2548
19-Jan-23,156.3676,163.829,63.0019,112,63.0019
20-Jan-23,152.4892,151.1089,55.1386,105,55.1386
23-Jan-23,150.029,150.0068,57.0285,105,57.0285
24-Jan-23,157.1197,150.4326,57.6035,110,57.6035
25-Jan-23,156.9569,153.9552,62.4398,110,62.4398
26-Jan-23,156.6077,154.2631,64.8247,110,64.8247
27-Jan-23,157.0115,154.0453,71.3765,110,71.3765
30-Jan-23,155.8548,154.1591,77.888,110,77.888
31-Jan-23,157.0423,158.6097,82.9561,110,82.9561
01-Feb-23,157.0275,158.5821,89.0528,110,89.0528
02-Feb-23,156.9991,159.063,89.2693,110,89.2693
03-Feb-23,155.8546,159.323,88.2359,110,88.2359
06-Feb-23,152.7432,160.2481,82.5492,110,82.5492
07-Feb-23,150.0205,159.234,80.2716,121.3118,80.2716
08-Feb-23,147.4359,157.5976,80.0546,121.3,80.0546
09-Feb-23,139.9826,154.4898,79.8433,121.3,79.8433
10-Feb-23,139.6275,154.3596,74.2636,121.3,74.2636
13-Feb-23,138.8852,154.1142,74.2013,121.3,74.2013
14-Feb-23,138.1608,151.8365,73.2576,121.3,73.2576
15-Feb-23,137.6313,150.6636,73.4991,121.3,73.4991
16-Feb-23,133.4373,146.7809,72.806,121.3,72.806
17-Feb-23,140.0137,144.49,74.1714,121.3,74.1714
21-Feb-23,142.6822,145.0986,79.0113,120,79.0113
22-Feb-23,146.3991,151.9483,84.187,121.3,84.187
23-Feb-23,161.6959,160.3391,85.0683,123.3449,85.0683
24-Feb-23,168.2367,162.8299,83.7251,123.3449,83.7251
27-Feb-23,162.5312,162.3964,85,125,85
28-Feb-23,159.9494,162.0787,85.0063,121.0245,85.0063
01-Mar-23,154.6434,159.6487,84.7131,121.0051,84.7131
02-Mar-23,154.7532,160.1767,85.0001,125,85.0001
03-Mar-23,155.0677,161.438,85.9528,125,85.9528
06-Mar-23,156.8017,164.9914,86.3981,125,86.3981
07-Mar-23,156.1286,168.7192,85.9986,125,85.9986
08-Mar-23,159.2477,176.1023,86.0172,125,86.0172
09-Mar-23,172.4413,185.9649,86.3997,125,86.3997
10-Mar-23,189.7583,211.8575,93.1397,125,93.1397
13-Mar-23,195.9475,214.154,93.3479,125,93.3479
14-Mar-23,195.4582,214.1971,95.1749,125,95.1749
15-Mar-23,195.0016,214,96.0491,125,96.0491
16-Mar-23,184.8172,185.0596,87.3808,125,87.3808
17-Mar-23,178.2684,185.0278,82.0807,125,82.0807
20-Mar-23,166.1726,185.213,82.001,125,82.001
21-Mar-23,163.7523,186.0168,83.3355,125,83.3355
22-Mar-23,165.6233,195.5423,85.0006,125,85.0006
23-Mar-23,172.1493,202.36,86.4477,125,86.4477
24-Mar-23,188.6207,207.295,94.3992,125,94.3992
27-Mar-23,187.8284,209.0408,97.9773,126,97.9773
28-Mar-23,187.6513,209.1946,99.9671,126,99.9671
29-Mar-23,192.3954,210.5888,100.0222,126,100.0222
30-Mar-23,192.5308,219.1796,100.1472,125,100.1472
31-Mar-23,195.1182,222.0581,100.3273,126,100.3273
03-Apr-23,200.3496,226.6205,105.2532,126,105.2532
04-Apr-23,202.5466,227.3936,105.2043,126,105.2043
05-Apr-23,205.7015,229.7305,106.399,127.6667,106.399
06-Apr-23,210.4387,237.4141,110.5234,127.025,110.5234
10-Apr-23,220.3791,245.2606,112.0768,127.025,112.0768
11-Apr-23,232.8137,251.332,119.3132,127.025,119.3132
12-Apr-23,222.7832,262.7082,122.5255,127.0214,122.5255
13-Apr-23,225.1014,253.4253,126.4412,138.3489,126.4412
14-Apr-23,226.3497,264.7777,130.2541,138.3489,130.2541
17-Apr-23,231.4259,266.4423,133.6751,138.3489,133.6751
18-Apr-23,235.7126,267.5114,139.9787,143.7297,139.9787
19-Apr-23,234.5738,267.5,142.194,145.2351,142.194
20-Apr-23,233.3458,267.5421,138.7643,170,138.7643
21-Apr-23,230.0329,267.5025,139.7873,170,139.7873
24-Apr-23,229.9888,267.7792,139.8321,170.55,139.8321
25-Apr-23,230.0559,268,136.4624,204.65,136.4624
26-Apr-23,231.9709,285.3958,138.5061,205,138.5061
27-Apr-23,231.5607,280.4929,138.6675,205,138.6675
28-Apr-23,230.7547,279.8078,138.7937,220,138.7937
01-May-23,230.2652,279.9484,138.3796,220,138.3796
02-May-23,228.4295,279.9463,137.2458,211.7027,137.2458
03-May-23,221.9039,278.7926,138.4714,220,138.4714
04-May-23,220.3689,276.3284,134.6271,220,134.6271
05-May-23,224.0133,278.5798,133.6883,220,133.6883
08-May-23,221.3293,278.4705,132.8607,234.6667,132.8607
09-May-23,210.213,278.3857,132.4464,235,132.4464
10-May-23,210.196,271.7672,128.6338,220,128.6338
11-May-23,210.0894,270.3322,120.4264,264,120.4264
12-May-23,220.2448,271.8337,129.1856,220,129.1856
15-May-23,227.1652,292.9023,135.0861,219.9978,135.0861
16-May-23,243.4582,310.2801,141.005,260,141.005
17-May-23,248.8552,330.0623,142.1585,245,142.1585
18-May-23,247.6077,308.2753,142.4382,231.2267,142.4382
19-May-23,246.403,305.2407,141.2885,231.25,141.2885
22-May-23,245.141,305.0963,140.6958,231.1,140.6958
23-May-23,245.014,306.0311,139.9528,230.625,139.9528
24-May-23,244.3939,306.3841,139.8132,220,139.8132
25-May-23,241.9737,306.4295,139.2987,220,139.2987
26-May-23,240.9214,307.4921,138.2422,220,138.2422
30-May-23,241.6992,306.0877,137.7389,220,137.7389
31-May-23,240.2978,306.5615,137.5309,220,137.5309
01-Jun-23,240.4103,310.2,136.3709,219.99,136.3709
02-Jun-23,241.7146,311.5854,136.3856,219.99,136.3856
05-Jun-23,244.2139,313.4484,138.1126,235,138.1126
06-Jun-23,265.2546,321.0333,144.5729,235,144.5729
07-Jun-23,280.9891,325.0959,150.0777,235,150.0777
08-Jun-23,304.9109,352.2434,178.6328,239.5452,178.6328
09-Jun-23,320.023,387.8004,204.978,287.45,204.978
12-Jun-23,353.0882,407.9675,205.0463,344.9,205.0463
13-Jun-23,353.29,411.7841,217.7977,344.9,217.7977
14-Jun-23,359.9528,424.3351,224.0003,344.91,224.0003
15-Jun-23,359.9017,432.7077,228.5109,345.04,228.5109
16-Jun-23,376.7127,500.4275,237.3691,345.04,237.3691
20-Jun-23,390.3141,509.8923,276.3393,345.04,276.3393
21-Jun-23,458.0401,596.3254,329.0326,368.0333,329.0326
22-Jun-23,459.0686,613.9641,331.7117,368.0333,331.7117
23-Jun-23,451.8952,592.8453,329.4448,368.0389,329.4448
26-Jun-23,442.209,619.8938,281.9323,368.0389,281.9323
27-Jun-23,399.976,609.3333,279.8999,368.0389,279.8999
28-Jun-23,405.1052,609.9203,293.2989,368.0389,293.2989
29-Jun-23,401.7365,608.3942,289.2403,368.0389,289.2403
30-Jun-23,397.6354,604.6073,275.9619,368.0389,275.9619
03-Jul-23,395.1622,595.6806,260.4023,368.0389,260.4023
05-Jul-23,383.3007,590.2049,246.1391,368.0389,246.1391
06-Jul-23,355.0211,546.4697,220.3339,368.0389,220.3339
07-Jul-23,315.9571,490.6766,198.9452,368.0389,198.9452
10-Jul-23,312.7847,486.0039,195.2757,368.0389,195.2757
11-Jul-23,311.823,483.7164,184.9721,368.0389,184.9721
12-Jul-23,311.4447,460.6832,184.9452,330,184.9452
13-Jul-23,309.3464,450.0442,183.3778,330,183.3778
14-Jul-23,309.1706,450,183.9773,330,183.9773
17-Jul-23,310.3474,449.9616,184.9214,330,184.9214
18-Jul-23,310.0458,450,184.8766,330,184.8766
19-Jul-23,310.6907,449.0329,184.2236,330,184.2236
20-Jul-23,319.6905,449.5212,184.7834,330,184.7834
21-Jul-23,346.8601,472.6653,207.6066,330,207.6066
24-Jul-23,389.9924,525.529,238.4234,330,238.4234
25-Jul-23,396.2564,525.5193,240.4116,330,240.4116
26-Jul-23,400.0004,525.5311,239.2509,340,239.2509
27-Jul-23,400.1505,525.5545,237.1306,340,237.1306
28-Jul-23,404.809,525.5229,235.2488,340,235.2488
31-Jul-23,407.1918,525.5172,234.8463,340,234.8463
01-Aug-23,407.2268,525.4352,234.8198,340,234.8198
02-Aug-23,400.1301,525.3563,234.6005,340,234.6005
03-Aug-23,399.1472,524.8493,232.8988,340,232.8988
04-Aug-23,399.0274,520.5503,232.0281,340,232.0281
07-Aug-23,398.0025,519.8843,229.0291,340,229.0291
08-Aug-23,386.235,518.1163,226.5718,340,226.5718
09-Aug-23,381.342,514.4132,207.1559,340,207.1559
10-Aug-23,374.3386,509.8735,200.3701,340,200.3701
11-Aug-23,375.2183,506.8822,197.5613,340,197.5613
14-Aug-23,374.8729,477.8099,190.08,340.05,190.08
15-Aug-23,374.7454,475.5278,188.2901,342.2177,188.2901
16-Aug-23,363.0221,469.6475,181.1717,342.2177,181.1717
17-Aug-23,359.4096,434.3898,180.7961,342.1017,180.7961
18-Aug-23,359.301,435.0354,180.9139,342,180.9139
21-Aug-23,359.102,434.3721,179.9071,342,179.9071
22-Aug-23,351.5784,416.5697,174.4034,342,174.4034
23-Aug-23,340.9864,400.3179,160.9707,342,160.9707
24-Aug-23,332.7016,397.4165,165.7552,340,165.7552
25-Aug-23,326.5923,391.1895,167.9704,340,167.9704
28-Aug-23,319.8257,376.692,157.7253,340,157.7253
29-Aug-23,313.1726,374.1735,149.4452,391,149.4452
30-Aug-23,304.5305,355.8232,137.6067,391,137.6067
31-Aug-23,280.5324,340.0275,130.262,391,130.262
01-Sep-23,299.1336,320.0972,130.1211,390.95,130.1211
05-Sep-23,296.0179,320.3081,120.425,390.95,120.425
06-Sep-23,281.2512,320.7621,115.6155,390.95,115.6155
07-Sep-23,281.5926,324.0461,119.0423,390.95,119.0423
08-Sep-23,279.7922,321.9983,121.9995,390.95,121.9995
11-Sep-23,269.6034,319.9577,123.0588,390.95,123.0588
12-Sep-23,270.1998,313.5346,123.0385,332.95,123.0385
13-Sep-23,266.9431,300.0946,122.959,332.95,122.959
14-Sep-23,263.0352,297.4268,126.2935,332.95,126.2935
15-Sep-23,269.9303,299.0915,135.9902,332.95,135.9902
18-Sep-23,270.566,299.9866,151.2161,332.95,151.2161
19-Sep-23,269.3513,299.0209,159.6231,332.95,159.6231
20-Sep-23,269.951,299.188,159.2295,332.95,159.2295
21-Sep-23,265.2977,299.0633,157.8709,332.95,157.8709
22-Sep-23,264.7702,299.9623,157.2896,332.95,157.2896
25-Sep-23,259.1852,298.7836,169.8675,332.95,169.8675
26-Sep-23,241.8575,297.0902,169.6477,332.9,169.6477
27-Sep-23,228.95,295,150,332.9,150
28-Sep-23,222.4147,292.4882,164.4516,330,164.4516
29-Sep-23,220.9952,289.9113,159.7215,330,159.7215
02-Oct-23,219.7121,290.3544,159.069,330,159.069
03-Oct-23,211.9843,269.652,157.2239,330,157.2239
04-Oct-23,210.0418,269.7894,148.1714,330,148.1714
05-Oct-23,218.6132,265.162,144.1005,324.9,144.1005
06-Oct-23,220.0869,265.2956,136.4675,324.9,136.4675
09-Oct-23,229.0965,264.888,129.3919,324.9,129.3919
10-Oct-23,238.5532,261.1667,126.0800776,324.9,126.0800776
11-Oct-23,250.198,262.2369,122.8397,324.9,122.8397
12-Oct-23,255.8554,262.8695,123.3577,324.9,123.3577
13-Oct-23,254.0606,263.7004,119.8523,324.9,119.8523
16-Oct-23,249.3552,267.0461,116.9559,324.9,116.9559
17-Oct-23,247.9902,270.272,114.6128,324.9,114.6128
18-Oct-23,224.0092,271.1308,113.7624,324.8,113.7624
19-Oct-23,220.9271,273.3323,114.0772,324.8,114.0772
20-Oct-23,221.7561,270.3306,109.9545,315,109.9545
23-Oct-23,221.8934,270,108.7775,315,108.7775
24-Oct-23,221.1855,270.0428,110.6188,310,110.6188
25-Oct-23,221.3437,269.6756,106.285,310,106.285
26-Oct-23,222.6228,270.3596,106.4351,310,106.4351
27-Oct-23,220.2613,269.0167,104.0535,308.951,104.0535
30-Oct-23,203.0228,261.7692,97.7981,308.2458,97.7981
31-Oct-23,201.7318,260.5292,97.2948,300,97.2948
01-Nov-23,187.8493,236.1638,88.0899,300,88.0899
02-Nov-23,174.1087,230.5049,83.109,300,83.109
03-Nov-23,157.1205,226.9739,74.7281,300,74.7281
06-Nov-23,134.276,202.8601,63.6128,300,63.6128
07-Nov-23,130.6764,196.1846,64.5443,300,64.5443
08-Nov-23,128.8996,195.1109,57.3938,300,57.3938
09-Nov-23,125.0347,166.1603,55.3241,300,55.3241
10-Nov-23,127.7012,163.3864,57.9841,300,57.9841
13-Nov-23,139.2109,162.6987,64.9381,300,64.9381
14-Nov-23,147.0968,177.1106,67.9618,300,67.9618
15-Nov-23,169.15,203.65,78.15,299.95,78.15
16-Nov-23,194.5,234.15,89.85,299.95,89.85
17-Nov-23,223.65,269.25,103.3,299.95,103.3
20-Nov-23,256.2002,309.3762,118.4534,299.95,118.4534
21-Nov-23,259.329,308.5442,117.7324,300,117.7324
22-Nov-23,248.7391,307.9299,114.8296,300,114.8296
23-Nov-23,247.3977,305.5198,114.9744,300,114.9744
24-Nov-23,238.7101,295.473,108.611,275.7742,108.611
27-Nov-23,228.3228,298.3695,100.0504,275.7742,100.0504
28-Nov-23,204.4233,270.0867,90.016,275.7742,90.016
29-Nov-23,181.0482,269.6333,84.6904,275.7742,84.6904
30-Nov-23,198.3815,268.1068,84.0952,275.7742,84.0952
01-Dec-23,205.3546,270.6206,85.0465,276,85.0465
04-Dec-23,206.4166,271.6531,85.0663,299,85.0663
05-Dec-23,212.5159,272.1838,85.1818,298.95,85.1818
06-Dec-23,226.9694,281.0297,86.898,298.95,86.898
07-Dec-23,224.2478,281.7374,89.8103,298.95,89.8103
08-Dec-23,221.1693,292.3909,85.164,298.95,85.164
11-Dec-23,220.1162,294.684,85.3816,299,85.3816
12-Dec-23,219.8062,305.0103,84.8247,299,84.8247
13-Dec-23,222.3533,306.3983,84.367,299,84.367
14-Dec-23,226.2726,310.0414,86.7607,298,86.7607
15-Dec-23,230.191,310.6556,84.6252,298,84.6252
18-Dec-23,232.2756,311.5766,84.8125,298,84.8125
19-Dec-23,233.9034,320,84.9981,298,84.9981
20-Dec-23,234.2396,325.0418,86.4112,298,86.4112
21-Dec-23,240.0001,325.5086,87.0263,298,87.0263
22-Dec-23,240.0141,340.2306,88.8778,298,88.8778
26-Dec-23,239.935,340.3656,88.7727,298,88.7727
27-Dec-23,239.9439,341.5397,88.513,297.95,88.513
28-Dec-23,239.7588,340.448,86.7717,297.95,86.7717
29-Dec-23,237.2134,340.5165,87.006,297.45,87.006
02-Jan-24,236.1389,335.3556,85.3045,297.45,85.3045
03-Jan-24,229.1407,334.9637,81.9949,297.45,81.9949
04-Jan-24,213.5839,329.0831,81.4611,297.8,81.4611
05-Jan-24,212.0412,327.5898,80.3895,296.75,80.3895
08-Jan-24,200.9894,321.6265,75.0008,296,75.0008
09-Jan-24,200.3896,320.1596,69.9858,296,69.9858
10-Jan-24,196.1395,311.6612,71.9825,296,71.9825
11-Jan-24,197.9296,312.0574,69.5263,275,69.5263
12-Jan-24,200.3576,312.0575,69.2698,275,69.2698
16-Jan-24,200.6356,312.0537648,69.4002,275,69.4002
17-Jan-24,201.2977,312.1887,69.6157,275,69.6157
18-Jan-24,214.4777,319.241,69.7147,260,69.7147
19-Jan-24,217.532,321.2389,69.6129,260,69.6129
22-Jan-24,220.3317,321.0785,69.7313,260,69.7313
23-Jan-24,228.2384,320.5,70.75,260,70.75
24-Jan-24,232.2457,344.6042,71.15,260,71.15
25-Jan-24,235.2601,345.0743,72.021,257.5,72.021
26-Jan-24,241.55,346.05,72.05,265,72.05
29-Jan-24,244.2186,346.9767,72.6298,264.95,72.6298
30-Jan-24,244.9876,348.1459,73.4263,264.95,73.4263
31-Jan-24,245.0006,345.8008,73.7437,264.95,73.7437
01-Feb-24,244.9524,345.0419,74.6722,261.6667,74.6722
02-Feb-24,244.5576,344.58,74.0654,261.6667,74.0654
05-Feb-24,244.1949,344.083,74.0512,260.165,74.0512
06-Feb-24,245.426,344.9577,78.375,260.165,78.375
07-Feb-24,245.543,345.4124,75.2721,260.165,75.2721
08-Feb-24,245.1473,350.0411,75.037,260.165,75.037
09-Feb-24,251.7709,353.4693,75.4877,260.2,75.4877
12-Feb-24,265.3578,363.8186,75.0038,260.25,75.0038
13-Feb-24,285.6294,380.7618,75.5619,260.25,75.5619
14-Feb-24,298.2475,437,75.2942,260.2,75.2942
15-Feb-24,310.9479,451.9808,77.2772,260.0246,77.2772
16-Feb-24,338.8863,519.1129,80.2035,260.0246,80.2035
19-Feb-24,354.9155,561.7431,89.6419,263.3667,89.6419
20-Feb-24,359.8482,625.063,84.146,263.4,84.146
